# Recording timestamp: 2018-12-25 16:47:25
# Recording note: driving home
0.005472801, 1010.26514
0.025472801, 1010.26514
0.0454728, 1010.26514
0.0654728, 1010.26514
0.0854728, 1010.26514
0.1054728, 1010.28
0.1254728, 1010.28
0.1454728, 1010.28
0.16547279, 1010.28
0.1854728, 1010.28
0.2054728, 1010.261
0.2254728, 1010.261
0.24547279, 1010.261
0.2654728, 1010.261
0.2854728, 1010.261
0.30547282, 1010.2483
0.3254728, 1010.2483
0.3454728, 1010.2483
0.36547282, 1010.2483
0.3854728, 1010.2483
0.40547282, 1010.2412
0.4254728, 1010.2412
0.4454728, 1010.2412
0.46547282, 1010.2412
0.4854728, 1010.2412
0.5054728, 1010.23486
0.52547276, 1010.23486
0.5454728, 1010.23486
0.5654728, 1010.23486
0.58547276, 1010.23486
0.6054728, 1010.23486
0.6254728, 1010.2366
0.64547276, 1010.2366
0.6654728, 1010.2366
0.6854728, 1010.2366
0.70547277, 1010.2366
0.7254728, 1010.22925
0.7454728, 1010.22925
0.76547277, 1010.22925
0.78547275, 1010.22925
0.8054728, 1010.22925
0.8254728, 1010.2366
0.84547275, 1010.2366
0.8654728, 1010.2366
0.8854728, 1010.2366
0.90547276, 1010.2366
0.9254728, 1010.2312
0.9454728, 1010.2312
0.96547276, 1010.2312
0.9854728, 1010.2312
1.0054728, 1010.2312
1.0254728, 1010.23315
1.0454727, 1010.23315
1.0654727, 1010.23315
1.0854728, 1010.23315
1.1054728, 1010.23315
1.1254728, 1010.2346
1.1454728, 1010.2346
1.1654727, 1010.2346
1.1854727, 1010.2346
1.2054728, 1010.2346
1.2254728, 1010.23413
1.2454728, 1010.23413
1.2654728, 1010.23413
1.2854728, 1010.23413
1.3054727, 1010.23413
1.3254728, 1010.23413
1.3454728, 1010.2317
1.3654728, 1010.2317
1.3854728, 1010.2317
1.4054728, 1010.2317
1.4254727, 1010.2317
1.4454728, 1010.2256
1.4654728, 1010.2256
1.4854728, 1010.2256
1.5054728, 1010.2256
1.5254728, 1010.2256
1.5454727, 1010.2202
1.5654727, 1010.2202
1.5854728, 1010.2202
1.6054728, 1010.2202
1.6254728, 1010.2202
1.6454728, 1010.2234
1.6654727, 1010.2234
1.6854727, 1010.2234
1.7054728, 1010.2234
1.7254728, 1010.2234
1.7454728, 1010.2197
1.7654728, 1010.2197
1.7854728, 1010.2197
1.8054727, 1010.2197
1.8254728, 1010.2197
1.8454728, 1010.21313
1.8654728, 1010.21313
1.8854728, 1010.21313
1.9054728, 1010.21313
1.9254727, 1010.21313
1.9454728, 1010.21313
1.9654728, 1010.21094
1.9854728, 1010.21094
2.005473, 1010.21094
2.0254729, 1010.21094
2.0454729, 1010.21094
2.0654728, 1010.2136
2.0854728, 1010.2136
2.1054728, 1010.2136
2.1254728, 1010.2136
2.145473, 1010.2136
2.165473, 1010.2036
2.185473, 1010.2036
2.205473, 1010.2036
2.225473, 1010.2036
2.245473, 1010.2036
2.265473, 1010.2107
2.2854729, 1010.2107
2.3054729, 1010.2107
2.3254728, 1010.2107
2.3454728, 1010.2107
2.3654728, 1010.20386
2.385473, 1010.20386
2.405473, 1010.20386
2.425473, 1010.20386
2.445473, 1010.20386
2.465473, 1010.1926
2.485473, 1010.1926
2.505473, 1010.1926
2.5254729, 1010.1926
2.5454729, 1010.1926
2.5654728, 1010.1887
2.5854728, 1010.1887
2.6054728, 1010.1887
2.6254728, 1010.1887
2.645473, 1010.1887
2.665473, 1010.1887
2.685473, 1010.17773
2.705473, 1010.17773
2.725473, 1010.17773
2.745473, 1010.17773
2.765473, 1010.17773
2.7854729, 1010.1719
2.8054729, 1010.1719
2.8254728, 1010.1719
2.8454728, 1010.1719
2.8654728, 1010.1719
2.885473, 1010.16284
2.905473, 1010.16284
2.925473, 1010.16284
2.945473, 1010.16284
2.965473, 1010.16284
2.985473, 1010.1631
3.005473, 1010.1631
3.0254729, 1010.1631
3.0454729, 1010.1631
3.0654728, 1010.1631
3.0854728, 1010.1531
3.1054728, 1010.1531
3.1254728, 1010.1531
3.145473, 1010.1531
3.165473, 1010.1531
3.185473, 1010.1526
3.205473, 1010.1526
3.225473, 1010.1526
3.245473, 1010.1526
3.265473, 1010.1526
3.2854729, 1010.1526
3.3054729, 1010.1526
3.3254728, 1010.1526
3.3454728, 1010.1526
3.3654728, 1010.1526
3.385473, 1010.1526
3.405473, 1010.1509
3.425473, 1010.1509
3.445473, 1010.1509
3.465473, 1010.1509
3.485473, 1010.1509
3.505473, 1010.1443
3.5254729, 1010.1443
3.5454729, 1010.1443
3.5654728, 1010.1443
3.5854728, 1010.1443
3.6054728, 1010.14795
3.6254728, 1010.14795
3.645473, 1010.14795
3.665473, 1010.14795
3.685473, 1010.14795
3.705473, 1010.13257
3.725473, 1010.13257
3.745473, 1010.13257
3.765473, 1010.13257
3.7854729, 1010.13257
3.8054729, 1010.1372
3.8254728, 1010.1372
3.8454728, 1010.1372
3.8654728, 1010.1372
3.885473, 1010.1372
3.905473, 1010.13916
3.925473, 1010.13916
3.945473, 1010.13916
3.965473, 1010.13916
3.985473, 1010.13916
4.0054727, 1010.13916
4.0254726, 1010.14087
4.0454726, 1010.14087
4.0654726, 1010.14087
4.0854726, 1010.14087
4.1054726, 1010.14087
4.1254725, 1010.13257
4.1454725, 1010.13257
4.1654725, 1010.13257
4.1854725, 1010.13257
4.2054725, 1010.13257
4.2254725, 1010.1289
4.2454724, 1010.1289
4.265473, 1010.1289
4.285473, 1010.1289
4.305473, 1010.1289
4.325473, 1010.1184
4.345473, 1010.1184
4.365473, 1010.1184
4.385473, 1010.1184
4.4054728, 1010.1184
4.4254727, 1010.1111
4.4454727, 1010.1111
4.4654727, 1010.1111
4.4854727, 1010.1111
4.5054727, 1010.1111
4.5254726, 1010.1013
4.5454726, 1010.1013
4.5654726, 1010.1013
4.5854726, 1010.1013
4.6054726, 1010.1013
4.6254725, 1010.1013
4.6454725, 1010.10425
4.6654725, 1010.10425
4.6854725, 1010.10425
4.7054725, 1010.10425
4.7254725, 1010.10425
4.7454724, 1010.11914
4.765473, 1010.11914
4.785473, 1010.11914
4.805473, 1010.11914
4.825473, 1010.11914
4.845473, 1010.1216
4.865473, 1010.1216
4.885473, 1010.1216
4.9054728, 1010.1216
4.9254727, 1010.1216
4.9454727, 1010.1133
4.9654727, 1010.1133
4.9854727, 1010.1133
5.0054727, 1010.1133
5.0254726, 1010.1133
5.0454726, 1010.1101
5.0654726, 1010.1101
5.0854726, 1010.1101
5.1054726, 1010.1101
5.1254725, 1010.1101
5.1454725, 1010.1074
5.1654725, 1010.1074
5.1854725, 1010.1074
5.2054725, 1010.1074
5.2254725, 1010.1074
5.2454724, 1010.10254
5.265473, 1010.10254
5.285473, 1010.10254
5.305473, 1010.10254
5.325473, 1010.10254
5.345473, 1010.10254
5.365473, 1010.1018
5.385473, 1010.1018
5.4054728, 1010.1018
5.4254727, 1010.1018
5.4454727, 1010.1018
5.4654727, 1010.08325
5.4854727, 1010.08325
5.5054727, 1010.08325
5.5254726, 1010.08325
5.5454726, 1010.08325
5.5654726, 1010.0808
5.5854726, 1010.0808
5.6054726, 1010.0808
5.6254725, 1010.0808
5.6454725, 1010.0808
5.6654725, 1010.0759
5.6854725, 1010.0759
5.7054725, 1010.0759
5.7254725, 1010.0759
5.7454724, 1010.0759
5.765473, 1010.0786
5.785473, 1010.0786
5.805473, 1010.0786
5.825473, 1010.0786
5.845473, 1010.0786
5.865473, 1010.0762
5.885473, 1010.0762
5.9054728, 1010.0762
5.9254727, 1010.0762
5.9454727, 1010.0762
5.9654727, 1010.0762
5.9854727, 1010.0762
6.0054727, 1010.0762
6.0254726, 1010.0762
6.0454726, 1010.0762
6.0654726, 1010.0762
6.0854726, 1010.0696
6.1054726, 1010.0696
6.1254725, 1010.0696
6.1454725, 1010.0696
6.1654725, 1010.0696
6.1854725, 1010.074
6.2054725, 1010.074
6.2254725, 1010.074
6.2454724, 1010.074
6.265473, 1010.074
6.285473, 1010.0735
6.305473, 1010.0735
6.325473, 1010.0735
6.345473, 1010.0735
6.365473, 1010.0735
6.385473, 1010.07324
6.4054728, 1010.07324
